"업소명",업종명,서비스대상구분,외국어안내서비스,소재지도로명주소,소재지지번주소,전화번호,객실수,부대시설,주차장보유여부,결제방법,홈페이지주소,주변관광정보,위도,경도,데이터기준일자
"바다언덕하얀집",민박,내국인+외국인,,제주특별자치도 서귀포시 서홍로 271(서홍동),제주특별자치도 서귀포시 서홍로 271(서홍동),,2,,,,,,33.2704314,126.5460475,2017-12-15
"공간",민박,내국인+외국인,,제주특별자치도 서귀포시 신중로13번길 36-1(강정동),제주특별자치도 서귀포시 신중로13번길 36-1(강정동),,2,,,,,,33.2575399,126.5072006,2017-12-15
"옛마을",민박,내국인+외국인,,제주특별자치도 서귀포시 검은여로 80(토평동),제주특별자치도 서귀포시 검은여로 80(토평동),,4,,,,,,33.2507973,126.5817291,2017-12-15
"소통",민박,내국인+외국인,,제주특별자치도 서귀포시 호근로 33(호근동),제주특별자치도 서귀포시 호근로 33(호근동),,3,,,,,,33.2551646,126.5243999,2017-12-15
"소담",민박,내국인+외국인,,제주특별자치도 서귀포시 막숙포로 146(법환동) A동,제주특별자치도 서귀포시 막숙포로 146(법환동) A동,,2,,,,,,33.2314832,126.5080699,2017-12-15
"모던",민박,내국인+외국인,,제주특별자치도 서귀포시 막숙포로 146(법환동) B동,제주특별자치도 서귀포시 막숙포로 146(법환동) B동,,2,,,,,,33.2314832,126.5080699,2017-12-15
"조가물민박",민박,내국인+외국인,,제주특별자치도 서귀포시 중산간동로 7634번길 20(상효동),제주특별자치도 서귀포시 중산간동로 7634번길 20(상효동),,2,,,,,,33.2743179,126.597256,2017-12-15
"다락방inn제주",민박,내국인+외국인,,제주특별자치도 서귀포시 신서로98번길 17. 303호(강정동),제주특별자치도 서귀포시 신서로98번길 17. 303호(강정동),,2,,,,,,33.2588529,126.5056595,2017-12-15
"해피하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 예래로 73(상예동),제주특별자치도 서귀포시 예래로 73(상예동),,7,,,,,,33.2543499,126.3990704,2017-12-15
"스톤성민박",민박,내국인+외국인,,제주특별자치도 서귀포시 일주서로 866(색달동),제주특별자치도 서귀포시 일주서로 866(색달동),,6,,,,,,33.2586725,126.4181865,2017-12-15
"굿모닝하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 일주서로 912(색달동),제주특별자치도 서귀포시 일주서로 912(색달동),,7,,,,,,33.2583835,126.4133391,2017-12-15
"홍리민박",민박,내국인+외국인,,제주특별자치도 서귀포시 서홍로 199-1(서홍동),제주특별자치도 서귀포시 서홍로 199-1(서홍동),,1,,,,,,33.2650622,126.5484673,2017-12-15
"제주배또롱",민박,내국인+외국인,,제주특별자치도 서귀포시 서호상로 20-3(서호동),제주특별자치도 서귀포시 서호상로 20-3(서호동),,1,,,,,,33.2593286,126.521009,2017-12-15
"팜알로하",민박,내국인+외국인,,제주특별자치도 서귀포시 쇠소깍로 122(하효동),제주특별자치도 서귀포시 쇠소깍로 122(하효동),,7,,,,,,33.254188,126.6213171,2017-12-15
"숲속의궁전",민박,내국인+외국인,,제주특별자치도 서귀포시 염돈로28번길 46. A동(강정동),제주특별자치도 서귀포시 염돈로28번길 46. A동(강정동),,4,,,,,,33.2542557,126.4973513,2017-12-15
"라이앤미",민박,내국인+외국인,,제주특별자치도 서귀포시 열리로 103-4((하예동),제주특별자치도 서귀포시 열리로 103-4((하예동),,3,,,,,,33.2465599,126.3873839,2017-12-15
"마가렛",민박,내국인+외국인,,제주특별자치도 서귀포시 예래로68번길 11-16(상예동),제주특별자치도 서귀포시 예래로68번길 11-16(상예동),,5,,,,,,33.2558321,126.3979557,2017-12-15
"중문예촌",민박,내국인+외국인,,제주특별자치도 서귀포시 상예로 249-9(상예동),제주특별자치도 서귀포시 상예로 249-9(상예동),,1,,,,,,33.2680297,126.3940007,2017-12-15
"마르앤루즈 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 1100로 273-2. 제5동(대포동),제주특별자치도 서귀포시 1100로 273-2. 제5동(대포동),,3,,,,,,33.2714318,126.4458328,2017-12-15
"쇠소깍 섬도리왓",민박,내국인+외국인,,제주특별자치도 서귀포시 효돈순환로 217-3(하효동),제주특별자치도 서귀포시 효돈순환로 217-3(하효동),,5,,,,,,33.2525446,126.6235206,2017-12-15
"제주인하우스펜션",민박,내국인+외국인,,제주특별자치도 서귀포시 법환상로2번길 57. A동(법환동),제주특별자치도 서귀포시 법환상로2번길 57. A동(법환동),,5,,,,,,33.2439635,126.5128388,2017-12-15
"방울 풍뎅이",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 위미중앙로 274-45,제주특별자치도 서귀포시 남원읍 위미중앙로 274-45,,2,,,,,,33.2701044,126.6738772,2017-12-15
"해든빌레",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 자배오름로139번길 149,제주특별자치도 서귀포시 남원읍 자배오름로139번길 149,,6,,,,,,33.2918308,126.6597513,2017-12-15
ABBAMIND,민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 태수로 581,제주특별자치도 서귀포시 남원읍 태수로 581,,2,,,,,,33.3289922,126.7138641,2017-12-15
"한라앤탐",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 8,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 8,,3,,,,,,33.2729847,126.6742609,2017-12-15
"위미향",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 위미중앙로246번길 10,제주특별자치도 서귀포시 남원읍 위미중앙로246번길 10,,2,,,,,,33.2718048,126.6693167,2017-12-15
"제주소요",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 태위로 13,제주특별자치도 서귀포시 남원읍 태위로 13,,3,,,,,,33.2722796,126.6493818,2017-12-15
"레이하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 원님서로 334 (2층),제주특별자치도 서귀포시 남원읍 원님서로 334 (2층),,1,,,,,,33.2997678,126.6927187,2017-12-15
"아마레",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 태위로 551-3,제주특별자치도 서귀포시 남원읍 태위로 551-3,,8,,,,,,33.2759215,126.7057667,2017-12-15
"도토리집",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 서의로 42-6,제주특별자치도 서귀포시 남원읍 서의로 42-6,,2,,,,,,33.296482,126.710678,2017-12-15
"꿈꾸는 제주",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 태위로894번길 32,제주특별자치도 서귀포시 남원읍 태위로894번길 32,,5,,,,,,33.2825539,126.7396789,2017-12-15
"위앤미",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 위미해안로 82,제주특별자치도 서귀포시 남원읍 위미해안로 82,,1,,,,,,33.2694583,126.6563567,2017-12-15
"올레5",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 공천포로 137-5,제주특별자치도 서귀포시 남원읍 공천포로 137-5,,4,,,,,,33.2664055,126.6426731,2017-12-15
"걸어보지못한길",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 신흥앞동산로40번길 22-16,제주특별자치도 서귀포시 남원읍 신흥앞동산로40번길 22-16,,3,,,,,,33.3054222,126.7703602,2017-12-15
"별담G.H",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 남한로 75-4,제주특별자치도 서귀포시 남원읍 남한로 75-4,,3,,,,,,33.2847098,126.7145621,2017-12-15
"더재벌",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 위미중앙로246번길 8(위미리 1723-4),제주특별자치도 서귀포시 남원읍 위미중앙로246번길 8(위미리 1723-4),,2,,,,,,33.271697,126.6688493,2017-12-15
"솔바람 파도소리",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 태위로398번길 45(위미리 72-7),제주특별자치도 서귀포시 남원읍 태위로398번길 45(위미리 72-7),,5,,,,,,33.2713165,126.690494,2017-12-15
"아트 하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 태수로711 F동(수망리 685),제주특별자치도 서귀포시 남원읍 태수로711 F동(수망리 685),,6,,,,,,33.3387734,126.7064323,2017-12-15
"등대민박",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 남태해안로 145(남원리 91-18 외 1필지),제주특별자치도 서귀포시 남원읍 남태해안로 145(남원리 91-18 외 1필지),,5,,,,,,33.2812109,126.7340308,2017-12-15
"소담JJ",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 서의로 42-8,제주특별자치도 서귀포시 남원읍 서의로 42-8,,2,,,,,,33.2962094,126.7083096,2017-12-15
"보리하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 위미대성로156번길 69 B동,제주특별자치도 서귀포시 남원읍 위미대성로156번길 69 B동,,5,,,,,,33.2831424,126.6739421,2017-12-15
"쉼",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 남원체육관로 69,제주특별자치도 서귀포시 남원읍 남원체육관로 69,,1,,,,,,33.2775349,126.692878,2017-12-15
"리치웨이 빌리지",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 위미중앙로196번길 6-12,제주특별자치도 서귀포시 남원읍 위미중앙로196번길 6-12,,7,,,,,,33.2725243,126.6621745,2017-12-15
"좀녀와농부",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 온평포구로62번길 1,제주특별자치도 서귀포시 성산읍 온평포구로62번길 1,,1,,,,,,33.4005791,126.9025136,2017-12-15
"일벤토",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 시흥상동로77번길 9,제주특별자치도 서귀포시 성산읍 시흥상동로77번길 9,,1,,,,,,33.4751458,126.8943507,2017-12-15
"라움",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 오조로 120,제주특별자치도 서귀포시 성산읍 오조로 120,,4,,,,,,33.464302,126.913955,2017-12-15
"소다공",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 중산간동로 3308,제주특별자치도 서귀포시 성산읍 중산간동로 3308,,3,,,,,,33.4454777,126.8846436,2017-12-15
"호랑호랑",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 일출로 86. D동,제주특별자치도 서귀포시 성산읍 일출로 86. D동,,7,,,,,,33.4499294,126.9194921,2017-12-15
"백록베이스볼타운",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 12. 1동,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 12. 1동,,4,,,,,,33.4400937,126.9178543,2017-12-15
"김인식민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 12. 2동,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 12. 2동,,4,,,,,,33.4400937,126.9178543,2017-12-15
"아로제풀빌라",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 온평서로 28-5,제주특별자치도 서귀포시 성산읍 온평서로 28-5,,2,,,,,,33.410759,126.897258,2017-12-15
"어락게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 고성오조로 122,제주특별자치도 서귀포시 성산읍 고성오조로 122,,5,,,,,,33.4545731,126.913556,2017-12-15
"화전민촌",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 고성오조로 15,제주특별자치도 서귀포시 성산읍 고성오조로 15,,2,,,,,,33.4454036,126.9113656,2017-12-15
"공감하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 산성효자로114번길 125,제주특별자치도 서귀포시 성산읍 산성효자로114번길 125,,2,,,,,,33.4548384,126.9046394,2017-12-15
"비다시공이",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 산성효자로114번길 125,제주특별자치도 서귀포시 성산읍 산성효자로114번길 125,,1,,,,,,33.4548384,126.9046394,2017-12-15
"해맞이민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 한도로242번길 10-9,제주특별자치도 서귀포시 성산읍 한도로242번길 10-9,,7,,,,,,33.4662562,126.9322212,2017-12-15
"성산게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 성산중앙로 56-1,제주특별자치도 서귀포시 성산읍 성산중앙로 56-1,,5,,,,,,33.464252,126.9348523,2017-12-15
"만수네하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 신천동로38번길 20,제주특별자치도 서귀포시 성산읍 신천동로38번길 20,,1,,,,,,33.3442844,126.8540955,2017-12-15
"제주다모르",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 오조로 149-33. 2동,제주특별자치도 서귀포시 성산읍 오조로 149-33. 2동,,3,,,,,,33.4648822,126.910567,2017-12-15
"제주다모르영",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 오조로 149-33. 3동,제주특별자치도 서귀포시 성산읍 오조로 149-33. 3동,,2,,,,,,33.4648822,126.910567,2017-12-15
"구구봉게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 일출로 270-3,제주특별자치도 서귀포시 성산읍 일출로 270-3,,3,,,,,,33.4617722,126.9345018,2017-12-15
"스타민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 성산중앙로64번길 5-1,제주특별자치도 서귀포시 성산읍 성산중앙로64번길 5-1,,3,,,,,,33.464629,126.9356029,2017-12-15
"일해펜션1동",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 환해장성로 233-22. 1동,제주특별자치도 서귀포시 성산읍 환해장성로 233-22. 1동,,4,,,,,,33.389029,126.888951,2017-12-15
"일해펜션2동",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 환해장성로 233-22. 2동,제주특별자치도 서귀포시 성산읍 환해장성로 233-22. 2동,,2,,,,,,33.389029,126.888951,2017-12-15
"야자수회관",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 난산온평로121번길 19,제주특별자치도 서귀포시 성산읍 난산온평로121번길 19,,3,,,,,,33.4031616,126.8849589,2017-12-15
"노을담은뜨락",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 노을해안로 416,제주특별자치도 서귀포시 대정읍 노을해안로 416,,5,,,,,,33.256242,126.1904113,2017-12-15
"더자유",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 송악관광로411번길 59.1층,제주특별자치도 서귀포시 대정읍 송악관광로411번길 59.1층,,3,,,,,,33.2138512,126.2916465,2017-12-15
"오들랑",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 노을해안로 342-70,제주특별자치도 서귀포시 대정읍 노을해안로 342-70,,1,,,,,,33.2534569,126.1940315,2017-12-15
"드보니",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 노을해안로 342-72,제주특별자치도 서귀포시 대정읍 노을해안로 342-72,,1,,,,,,33.2534569,126.1940315,2017-12-15
"바람소리",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 추사로 205,제주특별자치도 서귀포시 대정읍 추사로 205,,3,,,,,,33.259058,126.2657186,2017-12-15
"담쟁이",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 신영로 80-1,제주특별자치도 서귀포시 대정읍 신영로 80-1,,5,,,,,,33.2203695,126.2514175,2017-12-15
"리썸",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 노을해안로 708,제주특별자치도 서귀포시 대정읍 노을해안로 708,,4,,,,,,33.2755478,126.1702295,2017-12-15
"올레청보리펜션",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 가파로 45,제주특별자치도 서귀포시 대정읍 가파로 45,,7,,,,,,33.1648398,126.2715083,2017-12-15
"베짱이 하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 노을해안로 24,제주특별자치도 서귀포시 대정읍 노을해안로 24,,3,,,,,,33.2425374,126.2244114,2017-12-15
"대낭굴",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 최남단해안로 433,제주특별자치도 서귀포시 대정읍 최남단해안로 433,,1,,,,,,33.2008789,126.2758011,2017-12-15
"제주머물다",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 일주서로 3301-46,제주특별자치도 서귀포시 대정읍 일주서로 3301-46,,3,,,,,,33.263919,126.1939495,2017-12-15
"봄이 주택",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 상모로 200-6,제주특별자치도 서귀포시 대정읍 상모로 200-6,,1,,,,,,33.2258136,126.2651101,2017-12-15
"조이하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 일주서로2100번길 49,제주특별자치도 서귀포시 대정읍 일주서로2100번길 49,,2,,,,,,33.2542274,126.2914709,2017-12-15
"소흔게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 무릉중앙로 182-13,제주특별자치도 서귀포시 대정읍 무릉중앙로 182-13,,5,,,,,,33.2596259,126.1866579,2017-12-15
"공유게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 도원로 20,제주특별자치도 서귀포시 대정읍 도원로 20,,4,,,,,,33.2765312,126.1725432,2017-12-15
"대정해수민박",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 신영로36번길 57,제주특별자치도 서귀포시 대정읍 신영로36번길 57,,7,,,,,,33.2195995,126.2485325,2017-12-15
"제주솔로게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 송악관광로411번길 11,제주특별자치도 서귀포시 대정읍 송악관광로411번길 11,,1,,,,,,33.2094646,126.2904973,2017-12-15
"제주공감게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 일과대수로27번길 35,제주특별자치도 서귀포시 대정읍 일과리 1289-2외 1필지,,2,,,,,,33.2379693,126.227277,2017-12-15
"연하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 일주서로 2817,제주특별자치도 서귀포시 대정읍 일주서로 2817,,2,,,,,,33.2388472,126.2317008,2017-12-15
"일과서림",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 서림중앙로 20-5,제주특별자치도 서귀포시 대정읍 서림중앙로 20-5,,1,,,,,,33.2449157,126.2256284,2017-12-15
"방학동펜션",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 도원중로 129-34,제주특별자치도 서귀포시 대정읍 도원중로 129-34,,2,,,,,,33.2791264467,126.177624,2017-12-15
"제주민박",민박,내국인+외국인,,제주특별자치도 서귀포시 대정읍 도원중로 129-32,제주특별자치도 서귀포시 대정읍 도원중로 129-32,,2,,,,,,33.2793015,126.1759339,2017-12-15
"그린성",민박,내국인+외국인,,제주특별자치도 서귀포시 일주서로 874 (색달동),제주특별자치도 서귀포시 일주서로 874 (색달동),,7,,,,,,33.2586063,126.4173829,2017-12-15
"우주민박",민박,내국인+외국인,,제주특별자치도 서귀포시 예래로396번길 13-63. D동(하예동),제주특별자치도 서귀포시 예래로396번길 13-63. D동(하예동),,1,,,,,,33.237401,126.3734108,2017-12-15
"송정게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 칠십리로139(서귀동),제주특별자치도 서귀포시 칠십리로139(서귀동),,4,,,,,,33.2440562,126.5688463,2017-12-15
YOLO OLLE(욜로 올레),민박,내국인+외국인,,제주특별자치도 서귀포시 하예로 1-2 (하예동),제주특별자치도 서귀포시 하예로 1-2 (하예동),,3,,,,,,33.2436474,126.3863827,2017-12-15
"담다",민박,내국인+외국인,,제주특별자치도 서귀포시 월라봉로34번길 19 (신효동),제주특별자치도 서귀포시 월라봉로34번길 19 (신효동),,2,,,,,,33.2658776,126.6073293,2017-12-15
"산수재민박",민박,내국인+외국인,,제주특별자치도 서귀포시 이어도로253번길 38(대포동),제주특별자치도 서귀포시 이어도로253번길 38(대포동),,3,,,,,,33.246119,126.4478917,2017-12-15
"스테이비갠오후",민박,내국인+외국인,,제주특별자치도 서귀포시 서호호근로96번길 14-1(서호동),제주특별자치도 서귀포시 서호호근로96번길 14-1(서호동),,1,,,,,,33.2552416,126.5256354,2017-12-15
"옵데강",민박,내국인+외국인,,제주특별자치도 서귀포시 서리오름로 242(신효동),제주특별자치도 서귀포시 서리오름로 242(신효동),,3,,,,,,33.2547234,126.6073052,2017-12-15
Forest house D1250,민박,내국인+외국인,,제주특별자치도 서귀포시 대포동서로70번길 58-18 (대포동),제주특별자치도 서귀포시 대포동서로70번길 58-18 (대포동),,1,,,,,,33.2440938,126.4431142,2017-12-15
"주뜰안펜션",민박,내국인+외국인,,제주특별자치도 서귀포시 중산간서로 261-7(강정동),제주특별자치도 서귀포시 중산간서로 261-7(강정동),,3,,,,,,33.2606833,126.4839221,2017-12-15
HAIIRO - the grayHouse,민박,내국인+외국인,,제주특별자치도 서귀포시 법환로66번길 25(법환동),제주특별자치도 서귀포시 법환로66번길 25(법환동),,2,,,,,,33.2396800,126.5123929,2017-12-15
"소소하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 효돈순환로 262(하효동),제주특별자치도 서귀포시 효돈순환로 262(하효동),,1,,,,,,33.262089,126.6142352,2017-12-15
"범섬민박",민박,내국인+외국인,,제주특별자치도 서귀포시 법환하로 32-1,제주특별자치도 서귀포시 법환하로 32-1,,1,,,,,,33.2350101,126.5108284,2017-12-15
"제주토끼",민박,내국인+외국인,,제주특별자치도 서귀포시 법화로 70-2(하원동),제주특별자치도 서귀포시 법화로 70-2(하원동),,4,,,,,,33.2592222,126.4566074,2017-12-15
"메모리",민박,내국인+외국인,,제주특별자치도 서귀포시 염돈로 95 (강정동),제주특별자치도 서귀포시 염돈로 95 (강정동),,4,,,,,,33.2572256,126.4919176,2017-12-15
JM렌탈하우스,민박,내국인+외국인,,제주특별자치도 서귀포시 중문로 67(중문동),제주특별자치도 서귀포시 중문로 67(중문동),,2,,,,,,33.2573403,126.4263866,2017-12-15
"볼리아",민박,내국인+외국인,,제주특별자치도 서귀포시 색달로 94(색달동),제주특별자치도 서귀포시 색달로 94(색달동),,5,,,,,,33.2620936,126.4112937,2017-12-15
"맨도롱또또",민박,내국인+외국인,,제주특별자치도 서귀포시 서호호근로46번길 30(서호동),제주특별자치도 서귀포시 서호호근로46번길 30(서호동),,1,,,,,,33.2502335,126.5270308,2017-12-15
"막숙포로 가는길",민박,내국인+외국인,,제주특별자치도 서귀포시 막숙포로 32(법환동),제주특별자치도 서귀포시 막숙포로 32(법환동),,3,,,,,,33.2385305,126.5155646,2017-12-15
"아담",민박,내국인+외국인,,제주특별자치도 서귀포시 일주동로 8128(하효동),제주특별자치도 서귀포시 일주동로 8128(하효동),,2,,,,,,33.2610038,126.6188394,2017-12-15
"더 아름다운 펜션",민박,내국인+외국인,,제주특별자치도 서귀포시 일주서로 632 (회수동),제주특별자치도 서귀포시 일주서로 632 (회수동),,4,,,,,,33.2538393,126.4420593,2017-12-15
Sunrise House,민박,내국인+외국인,,제주특별자치도 서귀포시 서리오름로 191-10(신효동),제주특별자치도 서귀포시 서리오름로 191-10(신효동),,1,,,,,,33.258221,126.604188,2017-12-15
"위미궁",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 태위로398번길 26. 제1호,제주특별자치도 서귀포시 남원읍 태위로398번길 26. 제1호,,4,,,,,,33.2728109,126.6892432,2017-12-15
"수망가라",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 태수로 667-11. B동,제주특별자치도 서귀포시 남원읍 태수로 667-11. B동,,3,,,,,,33.3348756,126.7098873,2017-12-15
"노란잠수함게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 일주동로 7860,제주특별자치도 서귀포시 남원읍 일주동로 7860,,3,,,,,,33.2687163,126.6445661,2017-12-15
"제주명하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 서성로 986-99. B동,제주특별자치도 서귀포시 남원읍 서성로 986-99. B동,,3,,,,,,33.3311647,126.7006207,2017-12-15
"제주도 작은집",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 남한로153번길 42. 나동,제주특별자치도 서귀포시 남원읍 남한로153번길 42. 나동,,1,,,,,,33.289056,126.709266,2017-12-15
BREATHE HILL(브레스힐),민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 남원체육관로 82,제주특별자치도 서귀포시 남원읍 남원체육관로 82,,1,,,,,,33.277431,126.6934156,2017-12-15
"뜰안에 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 중산간동로7227번길 138,제주특별자치도 서귀포시 남원읍 중산간동로7227번길 138,,1,,,,,,33.273745,126.6250639,2017-12-15
"노루",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 하례망장포로 30,제주특별자치도 서귀포시 남원읍 하례망장포로 30,,2,,,,,,33.262317,126.637048,2017-12-15
"돌담",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 신례로204번길 124,제주특별자치도 서귀포시 남원읍 신례로204번길 124,,4,,,,,,33.2790069,126.6406456,2017-12-15
"이웃집365",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 신흥앞동산로 82,제주특별자치도 서귀포시 남원읍 신흥앞동산로 82,,2,,,,,,33.3086692,126.766004,2017-12-15
"호촌",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 중산간동로 7130,제주특별자치도 서귀포시 남원읍 중산간동로 7130,,1,,,,,,33.2837358,126.6306997,2017-12-15
"담새풀",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 중산간동로 6166-13(수망리 868),제주특별자치도 서귀포시 남원읍 중산간동로 6166-13(수망리 868),,2,,,,,,33.3279873,126.7077299,2017-12-15
stay,민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 위미해안로129번길 31-4. 제1호(위미리 4203-6. 제1호),제주특별자치도 서귀포시 남원읍 위미해안로129번길 31-4. 제1호(위미리 4203-6. 제1호),,1,,,,,,33.269769,126.6506698,2017-12-15
"선데이 제주",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 공천포로 51(신례리 71-3),제주특별자치도 서귀포시 남원읍 공천포로 51(신례리 71-3),,1,,,,,,33.2634872,126.6409592,2017-12-15
"아름제주",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 남원회관로 102(남원리 46),제주특별자치도 서귀포시 남원읍 남원회관로 102(남원리 46),,5,,,,,,33.2781148,126.7179244,2017-12-15
"제주 은빌레",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 한신로 247-3. 제1호(의귀리 794. 제1호),제주특별자치도 서귀포시 남원읍 한신로 247-3. 제1호(의귀리 794. 제1호),,4,,,,,,33.3117075,126.7168645,2017-12-15
"아토하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 신흥앞동산로 84(신흥리 288-6),제주특별자치도 서귀포시 남원읍 신흥앞동산로 84(신흥리 288-6),,7,,,,,,33.3081927,126.7679391,2017-12-15
"리와장",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 위미중앙로 274-39(위미리 1713),제주특별자치도 서귀포시 남원읍 위미중앙로 274-39(위미리 1713),,3,,,,,,33.2701534,126.6709579,2017-12-15
"오로제주(OROJEJU)",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 태위로398번길 52-5. 제1동(위미리76-1. 제1동),제주특별자치도 서귀포시 남원읍 태위로398번길 52-5. 제1동(위미리76-1. 제1동),,4,,,,,,33.2703941,126.6877003,2017-12-15
"제주쉬멍스파",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 태수로143번길 132-30(태흥리 1923-1),제주특별자치도 서귀포시 남원읍 태수로143번길 132-30(태흥리 1923-1),,5,,,,,,33.2885397,126.7252221,2017-12-15
"요디 하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 남조로 356-1(의귀리 1486-22),제주특별자치도 서귀포시 남원읍 남조로 356-1(의귀리 1486-22),,1,,,,,,33.3096491,126.7130148,2017-12-15
"솔게스트하우스성산",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 시흥상동로 130,제주특별자치도 서귀포시 성산읍 시흥상동로 130,,7,,,,,,33.4799615,126.8972766,2017-12-15
